what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1476779708393
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1476779714311
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1476779716638
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1476779720424
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1476779724764
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1476779726963
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1476779728660
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1476779731717
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.paste",1476779732065
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1476779732995
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1476779733750
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1476779734755
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1476779735946
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1476779744608
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1476779746515
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.paste",1476779747691
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1476779751443
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1476779754527
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1476779757423
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1476779769599
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1476779769705
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1476779771912
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1476779774356
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1476779778384
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.paste",1476779778729
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1476779779769
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1476779780372
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1476779781171
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1476779782071
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1476779782935
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1476779788560
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1476779808359
