what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466836083037
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466836083535
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466836120951
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836138418
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.cut",1466836139997
executed,command,org.eclipse.ui.workbench.texteditor,3.7.100.v20110816-0800,"org.eclipse.ui.edit.text.delete.line",1466836141763
executed,command,org.eclipse.ui.workbench.texteditor,3.7.100.v20110816-0800,"org.eclipse.ui.edit.text.delete.line",1466836143177
executed,command,org.eclipse.ui.workbench.texteditor,3.7.100.v20110816-0800,"org.eclipse.ui.edit.text.delete.line",1466836144646
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466836145674
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466836146474
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466836147135
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466836147908
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466836159614
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466836438111
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836460728
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466836483407
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466836499877
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836502529
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836503077
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.paste",1466836505054
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836507112
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466836509325
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466836509833
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466836525664
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836531043
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836538458
executed,command,org.eclipse.ui.workbench.texteditor,3.7.100.v20110816-0800,"org.eclipse.ui.edit.text.delete.line",1466836545560
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466836547400
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836549692
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836550607
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836565544
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836580060
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466836581194
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836615629
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466836630441
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466836645108
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466836650029
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836653480
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466836662747
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466836663436
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466836675799
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466836738589
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466836740123
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466836761803
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836768800
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.cut",1466836772734
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836774906
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.cut",1466836775632
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466836776369
executed,command,org.eclipse.ui.workbench.texteditor,3.7.100.v20110816-0800,"org.eclipse.ui.edit.text.delete.line",1466836778420
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466836779746
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466836786140
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466836786734
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836796809
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836804779
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466836807059
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466836862805
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836866173
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836869342
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836877061
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836886091
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836894222
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836897120
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836898643
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836899389
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.paste",1466836901275
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466836914328
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466836914849
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466836956770
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836964375
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836964894
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.paste",1466836967515
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466836981993
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466836984448
executed,command,org.eclipse.ui.workbench.texteditor,3.7.100.v20110816-0800,"org.eclipse.ui.edit.text.delete.line",1466836984954
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466836986217
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466836987018
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466837007710
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466837014378
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466837015596
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466837016105
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466837175875
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466837202362
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466837213114
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466837266094
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466837280561
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1466837433760
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466837510739
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466837515317
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466837527679
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466837529480
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466837530171
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.paste",1466837531856
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466837537048
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466837542263
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466837552243
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466837561907
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466837570798
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466837574058
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466837574719
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.paste",1466837577341
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466837580112
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466837581151
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466837583092
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.paste",1466837583726
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466837586668
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466837598813
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466837636183
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466837636585
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.paste",1466837639906
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1466837641014
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466837653106
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466837655545
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1466837655830
