what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760460516
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760464282
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760466188
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760523988
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.cut",1469760541879
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.cut",1469760549598
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469760555832
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760556504
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760600898
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.cut",1469760618774
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469760621930
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469760649852
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760650258
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760675256
started,bundle,org.eclipse.jpt.jpa.ui,3.0.0.v201105170000,"org.eclipse.jpt.jpa.ui",1469760684115
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.100.v201104191527,"org.eclipse.jst.jsf.facelet.core",1469760684475
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1469760684709
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1469760684803
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469760689209
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469760691569
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469760707584
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469760713413
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469760724256
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.cut",1469760732663
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.paste",1469760739413
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469760740788
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.cut",1469760746601
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469760747194
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760748272
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760799552
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760806474
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.findReplace",1469760806505
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760815052
executed,command,org.eclipse.ui.workbench.texteditor,3.7.100.v20110816-0800,"org.eclipse.ui.edit.text.delete.line",1469760816693
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469760817786
executed,command,org.eclipse.ui.workbench.texteditor,3.7.100.v20110816-0800,"org.eclipse.ui.edit.text.delete.line",1469760821208
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469760822130
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760823458
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760823568
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469760853678
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760854256
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760878185
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760916436
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760928717
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760938889
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760940483
error,log,,,"An internal error occurred during: ""JavaScript translation for : /pmedex/src/main/webapp/WEB-INF/views/kfHospital.jsp"".",1469760948936
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760949077
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760952593
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469760968452
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469760983890
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469760989624
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469760992890
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761058938
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1469761088860
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1469761118421
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1469761122828
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1469761123047
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1469761123250
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.paste",1469761142984
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469761144609
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1469761168500
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1469761168735
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.copy",1469761168891
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.cut",1469761175032
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.undo",1469761178875
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469761180032
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.cut",1469761206907
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.paste",1469761209063
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469761210220
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.cut",1469761212735
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.paste",1469761215517
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469761216735
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761217610
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761227606
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.cut",1469761232247
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.paste",1469761234466
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469761236185
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761239856
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761245804
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761271479
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.findReplace",1469761271494
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761291901
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.cut",1469761306260
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469761307510
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.cut",1469761310135
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469761310760
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761319417
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.findReplace",1469761319432
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761340361
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761345283
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.findReplace",1469761345314
started,bundle,org.eclipse.wst.server.core,1.1.302.v20110518,"org.eclipse.wst.server.core",1469761373971
started,bundle,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui",1469761374002
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1469761374095
started,bundle,org.eclipse.jdt.debug,3.7.100.v20110909,"org.eclipse.jdt.debug",1469761374189
started,bundle,org.eclipse.jdt.debug.ui,3.6.100.v20110822,"org.eclipse.jdt.debug.ui",1469761374267
started,bundle,org.eclipse.jdt.junit,3.7.100.v20110906-0800,"org.eclipse.jdt.junit",1469761374283
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1469761374330
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1469761374346
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761375174
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761380080
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761408783
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761434018
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761449659
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761468425
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761481128
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.edit.paste",1469761483128
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469761484363
executed,command,org.eclipse.ui,3.7.100.v20110711-2027,"org.eclipse.ui.file.save",1469761486863
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761508879
activated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761510629
deactivated,workbench,org.eclipse.ui.workbench,3.8.0.v20110909-1954,"",1469761513957
